Suburb,Address,Rooms,Type,SalePrice,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,HouseAge,Price_per_SqM,TotalRooms
Ashwood,Address 97,2.0,t,2387123.0,VB,Marshall,1/01/2016,14.562816489269832,3016.0,5.0,3.0,0.0,809.9712511269584,128.44885710208064,1960.0,Moonee Valley City Council,-37.92941530245321,144.77382935878754,Northern Metropolitan,1317.0,66.0,18584.229193280484,5.0
Alphington,Address 98,3.0,u,2784185.0,S,Biggin,1/01/2016,19.41883101502156,3130.0,4.0,3.0,2.0,699.1240774802264,199.3848727932507,1960.0,Moonee Valley City Council,-37.89060831697987,145.12109968033457,Western Metropolitan,8445.0,66.0,13963.872790324574,6.0
Abbotsford,Address 99,5.0,u,2485753.0,VB,Marshall,1/01/2016,4.968857377678152,3120.0,4.0,3.0,3.0,690.8522926991632,193.7049692854937,1960.0,Moonee Valley City Council,-37.98574366866092,145.47047101173624,Southern Metropolitan,7661.0,66.0,12832.675429902638,8.0
Ascot Vale,Address 100,3.0,u,1270996.0,VB,Jellis,1/01/2016,6.04232690229767,3159.0,5.0,1.0,0.0,938.7689446636508,208.534239105964,1961.0,Moonee Valley City Council,-37.66709505696516,144.52771159059327,Western Metropolitan,6389.0,65.0,6094.903194070494,4.0
Altona,Address 101,3.0,h,1985345.0,PI,Ray,1/01/2016,4.67702868735304,3012.0,4.0,2.0,0.0,302.6689791615677,297.6374303808132,1908.0,Yarra City Council,-37.59996449871536,144.9487926196013,Southern Metropolitan,7676.0,118.0,6670.34719880441,5.0
Altona,Address 102,4.0,h,2973255.0,SA,Jellis,1/01/2016,12.00854855194874,3052.0,1.0,1.0,0.0,312.3086046905806,81.01850805144058,2010.0,Port Phillip City Council,-37.63713784378624,145.21101675610737,Southern Metropolitan,6216.0,16.0,36698.46645549446,5.0
Alphington,Address 103,4.0,h,1074553.0,S,Nelson,1/01/2016,16.628303786819913,3101.0,5.0,2.0,0.0,822.0908846924575,169.10778134803525,1947.0,Port Phillip City Council,-37.96748263567084,144.83740830946277,Northern Metropolitan,8990.0,79.0,6354.2492925768875,6.0
Airport West,Address 104,1.0,u,1024740.0,S,Ray,1/01/2016,11.111291327701805,3079.0,4.0,3.0,0.0,994.349932008368,347.865970657766,1900.0,Moonee Valley City Council,-37.55001798118766,144.52786019893148,Northern Metropolitan,6834.0,126.0,2945.789719133377,4.0
Altona North,Address 105,1.0,t,779323.0,VB,Ray,1/01/2016,15.740146984971744,3163.0,3.0,1.0,0.0,358.2797618799025,98.17448512852944,1910.0,Moonee Valley City Council,-37.92050726577967,145.17763640785094,Western Metropolitan,8037.0,116.0,7938.141962035401,2.0
Albert Park,Address 106,3.0,t,1782530.0,SP,Nelson,1/01/2016,11.777015846942682,3064.0,4.0,2.0,0.0,716.0022324332518,386.8497995688468,1902.0,Port Phillip City Council,-37.67653947695737,145.2984496476867,Southern Metropolitan,5322.0,124.0,4607.809030757342,5.0
Albert Park,Address 107,2.0,t,2891563.0,SP,Marshall,1/01/2016,11.341069333000444,3000.0,1.0,2.0,0.0,143.4248894210605,193.11090480057837,1942.0,Yarra City Council,-37.61175903138797,145.13463559022975,Western Metropolitan,2410.0,84.0,14973.587343428675,4.0
Albert Park,Address 108,2.0,h,2216564.0,SA,Ray,1/01/2016,13.31696967732658,3131.0,1.0,1.0,0.0,441.6882926740037,141.30837073723245,1956.0,Moonee Valley City Council,-37.847391463314814,144.82655478480464,Northern Metropolitan,3422.0,70.0,15686.006345100202,3.0
Armadale,Address 109,1.0,u,1821945.0,VB,Ray,1/01/2016,8.798537927667326,3194.0,2.0,2.0,0.0,563.9198789415746,384.2797613436156,2001.0,Port Phillip City Council,-37.64335936322046,144.8061423557876,Northern Metropolitan,6172.0,25.0,4741.194263339962,3.0
Ashwood,Address 110,4.0,u,1775924.0,PI,Ray,1/01/2016,6.542521850663002,3110.0,4.0,2.0,2.0,296.1226354794288,121.53107113387516,1953.0,Moonee Valley City Council,-37.708997922404485,144.8398292320279,Western Metropolitan,3597.0,73.0,14612.92148115516,6.0
Ascot Vale,Address 111,2.0,t,1382154.0,SP,Nelson,1/01/2016,2.764186330858664,3185.0,4.0,3.0,1.0,876.4408681426893,68.681238381784,1930.0,Moonee Valley City Council,-37.64978836173133,145.4512402177363,Northern Metropolitan,6141.0,96.0,20124.185768417683,5.0
Altona,Address 112,1.0,t,1269508.0,SP,Jellis,1/01/2016,7.336791298714882,3196.0,1.0,1.0,2.0,991.719391003806,367.67587568327,2017.0,Port Phillip City Council,-37.95188722183058,145.44963289882378,Northern Metropolitan,4900.0,9.0,3452.791123814722,2.0
Airport West,Address 113,2.0,u,1577328.0,SA,Ray,1/01/2016,4.695825547930546,3065.0,3.0,3.0,3.0,765.5055795673447,290.45111539326297,2000.0,Moonee Valley City Council,-37.54894180835947,145.1141529538327,Northern Metropolitan,4990.0,26.0,5430.614366429065,5.0
Alphington,Address 114,1.0,t,1718738.0,VB,Ray,1/01/2016,19.13432802921614,3031.0,2.0,2.0,2.0,253.54776822019895,282.8704144024609,1943.0,Moonee Valley City Council,-37.68457956091028,145.0140207377812,Western Metropolitan,9555.0,83.0,6076.061378248709,3.0
Alphington,Address 115,3.0,t,1307315.0,VB,Ray,1/01/2016,14.698512951829304,3174.0,1.0,3.0,0.0,549.2019208252989,167.8845874850955,1989.0,Yarra City Council,-37.51579663693391,145.1019729171258,Southern Metropolitan,2057.0,37.0,7786.986402882642,6.0
Abbotsford,Address 116,2.0,h,2282035.0,S,Ray,1/01/2016,9.374261247951988,3052.0,5.0,2.0,2.0,622.2416125579657,220.68996221115395,2019.0,Moonee Valley City Council,-37.71982034745599,144.8381378911214,Northern Metropolitan,4914.0,7.0,10340.456707390125,4.0
Alphington,Address 117,4.0,t,1858752.0,VB,Jellis,1/01/2016,15.576656068909292,3146.0,5.0,2.0,1.0,235.76037024702876,210.14832406950657,1959.0,Yarra City Council,-37.737783932140594,144.79246417150262,Southern Metropolitan,8081.0,67.0,8844.952764815853,6.0
Ashwood,Address 118,4.0,h,1142490.0,PI,Jellis,1/01/2016,19.40423712564423,3011.0,4.0,1.0,1.0,528.0516870700127,93.39459725863398,1959.0,Moonee Valley City Council,-37.88190313335532,144.90604989303372,Western Metropolitan,6751.0,67.0,12232.934597235293,5.0
Alphington,Address 119,1.0,t,2297186.0,SA,Jellis,1/01/2016,18.18614923795427,3024.0,4.0,1.0,2.0,697.4001130859084,350.31590693087657,1925.0,Yarra City Council,-37.60511533240636,145.04507505672962,Southern Metropolitan,9879.0,101.0,6557.469856637926,2.0
Ashwood,Address 120,1.0,u,2383336.0,SA,Ray,1/01/2016,19.09528648369873,3186.0,3.0,3.0,0.0,434.0136670265988,358.9839510277929,2003.0,Port Phillip City Council,-37.67292587324744,145.03771002515745,Southern Metropolitan,6344.0,23.0,6639.115740902522,4.0
Altona,Address 121,2.0,t,1242544.0,SP,Nelson,1/01/2016,16.825962467257394,3128.0,5.0,3.0,3.0,490.73602812988406,327.92100116597646,1907.0,Yarra City Council,-37.72056076319378,144.5277582626597,Western Metropolitan,6501.0,119.0,3789.156521180201,5.0
Altona,Address 122,1.0,h,2825322.0,VB,Marshall,1/01/2016,17.594430719488173,3094.0,5.0,3.0,0.0,978.6517584478022,131.3247440216515,2015.0,Yarra City Council,-37.91855998730787,144.6708604213899,Western Metropolitan,5244.0,11.0,21514.01109553421,4.0
Ascot Vale,Address 123,2.0,t,2012661.0,SP,Biggin,1/01/2016,8.325541596613764,3055.0,1.0,2.0,3.0,317.0563719931455,385.9389158414744,2003.0,Port Phillip City Council,-37.77692408486714,144.9278035114043,Western Metropolitan,3581.0,23.0,5214.97293324705,4.0
Airport West,Address 124,4.0,t,1278448.0,VB,Jellis,1/01/2016,3.9177379734576414,3087.0,1.0,1.0,1.0,614.4122055619877,70.48610934489359,1930.0,Moonee Valley City Council,-37.73527047734398,145.0386570592189,Western Metropolitan,9587.0,96.0,18137.5878436482,5.0
Albert Park,Address 125,3.0,h,1934428.0,PI,Biggin,1/01/2016,12.734569921838904,3188.0,2.0,1.0,3.0,875.2922607214534,192.18228150011785,1912.0,Port Phillip City Council,-37.63347293232778,145.27707817217885,Northern Metropolitan,2536.0,114.0,10065.589735434656,4.0
Altona North,Address 126,5.0,t,1384606.0,S,Biggin,1/01/2016,5.929530997315737,3061.0,3.0,2.0,3.0,426.733862300868,318.97969529098566,1938.0,Port Phillip City Council,-37.903180138431566,144.69463345752277,Northern Metropolitan,8421.0,88.0,4340.733972853378,7.0
Armadale,Address 127,1.0,u,2033733.0,SP,Marshall,1/01/2016,16.66200178600574,3175.0,2.0,2.0,1.0,601.5683239371983,364.81186453583,1999.0,Yarra City Council,-37.95652522882519,144.74911468099123,Southern Metropolitan,1400.0,27.0,5574.744677198559,3.0
Abbotsford,Address 128,4.0,h,2831002.0,SA,Jellis,1/01/2016,13.469560233459951,3098.0,4.0,1.0,2.0,367.595189467967,334.25318739486573,2009.0,Moonee Valley City Council,-37.50712280029232,145.1816943312503,Northern Metropolitan,9694.0,17.0,8469.633519621855,5.0
Ashwood,Address 129,4.0,t,1444790.0,SP,Biggin,1/01/2016,4.755211561673301,3176.0,3.0,3.0,2.0,391.7420414502441,338.884038286307,1969.0,Port Phillip City Council,-37.57039289063969,145.3114316071762,Southern Metropolitan,1070.0,57.0,4263.375776876708,7.0
Ascot Vale,Address 130,1.0,h,1035013.0,PI,Ray,1/01/2016,19.809910041322656,3115.0,2.0,3.0,0.0,803.3025160944348,78.64870355144716,1980.0,Moonee Valley City Council,-37.92482256766198,145.48594699709275,Western Metropolitan,4781.0,46.0,13159.949919873225,4.0
Abbotsford,Address 131,1.0,t,1220125.0,VB,Biggin,1/01/2016,17.718679812117863,3068.0,1.0,2.0,3.0,301.40971133009106,250.709186303432,1985.0,Yarra City Council,-37.60539115621224,144.76047848572077,Northern Metropolitan,1475.0,41.0,4866.694427875049,3.0
Airport West,Address 132,1.0,h,2234538.0,PI,Jellis,1/01/2016,7.656851332863113,3068.0,4.0,1.0,2.0,768.7680592570082,352.24781826340404,1928.0,Port Phillip City Council,-37.65683120471448,144.73715513739475,Southern Metropolitan,7652.0,98.0,6343.653201363638,2.0
Ashwood,Address 133,3.0,u,2382313.0,PI,Ray,1/01/2016,9.268188647812408,3189.0,1.0,1.0,2.0,819.6280063520148,175.35205862244655,1902.0,Yarra City Council,-37.52775515513741,144.8320934807437,Western Metropolitan,4870.0,124.0,13585.885553413422,4.0
Abbotsford,Address 134,1.0,t,2329633.0,SP,Nelson,1/01/2016,16.558452208475906,3084.0,2.0,1.0,3.0,722.1736266259785,178.78953151854782,1990.0,Yarra City Council,-37.79913069675836,144.5876718930813,Western Metropolitan,6088.0,36.0,13030.030227235768,2.0
Alphington,Address 135,5.0,t,2348818.0,VB,Biggin,1/01/2016,12.007193959969438,3131.0,1.0,1.0,1.0,644.6701691230044,245.71933515126875,1980.0,Moonee Valley City Council,-37.55787938208573,145.3158463279491,Northern Metropolitan,2139.0,46.0,9558.946586576225,6.0
Airport West,Address 136,5.0,t,1759692.0,PI,Biggin,1/01/2016,2.9975168937293075,3159.0,2.0,1.0,0.0,970.193057803704,377.8824357555843,1915.0,Port Phillip City Council,-37.85704444967887,144.61049132297808,Western Metropolitan,8466.0,111.0,4656.718157544044,6.0
Altona North,Address 137,2.0,u,2139554.0,VB,Ray,1/01/2016,12.229355139831956,3174.0,4.0,3.0,3.0,590.5326460727524,275.7171431945792,1990.0,Yarra City Council,-37.59575836743437,145.4571504867584,Western Metropolitan,6361.0,36.0,7759.9599909174785,5.0
Albert Park,Address 138,3.0,u,1826119.0,SA,Biggin,1/01/2016,6.665576437302341,3130.0,4.0,1.0,1.0,433.7618034164548,62.64828660794352,2006.0,Yarra City Council,-37.94522136212579,144.58678175288048,Western Metropolitan,4724.0,20.0,29148.746101037923,4.0
Ashwood,Address 139,2.0,u,1478118.0,VB,Biggin,1/01/2016,6.69337598547372,3106.0,2.0,1.0,1.0,654.9713799171855,100.87738152291942,1923.0,Moonee Valley City Council,-37.73946305465431,144.61989418293837,Southern Metropolitan,9734.0,103.0,14652.620614108331,3.0
Altona,Address 140,2.0,t,1747946.0,S,Marshall,1/01/2016,7.1163552897305244,3071.0,5.0,1.0,0.0,851.199385401653,324.5719685551283,1981.0,Yarra City Council,-37.51748515427971,144.87775581817115,Northern Metropolitan,7000.0,45.0,5385.388047468162,3.0
Altona North,Address 141,1.0,t,2170297.0,VB,Ray,1/01/2016,4.160014567349778,3176.0,1.0,2.0,0.0,476.5445634808131,95.61233900543112,2009.0,Yarra City Council,-37.577061197923086,144.87042072582767,Western Metropolitan,5149.0,17.0,22698.92173516139,3.0
Alphington,Address 142,4.0,h,626503.0,SP,Nelson,1/01/2016,8.733424928816088,3066.0,1.0,1.0,2.0,678.4852064535906,389.7668367844266,2017.0,Moonee Valley City Council,-37.94573425298064,145.28173927136092,Southern Metropolitan,6914.0,9.0,1607.3789272803324,5.0
Altona,Address 143,4.0,u,2760769.0,S,Ray,1/01/2016,11.813300622473182,3011.0,3.0,1.0,0.0,217.48326743133896,367.07164348122086,1961.0,Port Phillip City Council,-37.60290605551359,144.5504058217927,Southern Metropolitan,6578.0,65.0,7521.0631194976495,5.0
Ascot Vale,Address 144,2.0,u,809579.0,SP,Marshall,1/01/2016,13.525499369232197,3050.0,2.0,3.0,0.0,201.16061054733316,322.4294918771077,1955.0,Port Phillip City Council,-37.847285109239685,145.16510428296783,Southern Metropolitan,5083.0,71.0,2510.871432035649,5.0
Alphington,Address 145,2.0,u,894598.0,VB,Jellis,1/01/2016,17.602738625201514,3114.0,2.0,3.0,1.0,735.3578287714353,127.27670776331188,1965.0,Yarra City Council,-37.99845470086895,145.47531414804016,Northern Metropolitan,5919.0,61.0,7028.764459115529,5.0
Armadale,Address 146,2.0,h,2844570.0,SP,Jellis,1/01/2016,15.965018929344472,3085.0,2.0,3.0,3.0,968.931088413839,179.03986027514645,1990.0,Port Phillip City Council,-37.77767625632498,144.66558625076516,Southern Metropolitan,3935.0,36.0,15887.91454388144,5.0
Ashwood,Address 147,1.0,t,2074843.0,VB,Jellis,1/01/2016,9.269955598111778,3151.0,2.0,1.0,0.0,168.77131967543113,271.94965225229777,1954.0,Moonee Valley City Council,-37.87529222658425,145.10697675132306,Northern Metropolitan,1410.0,72.0,7629.511502647892,2.0
Ashburton,Address 148,5.0,u,2945729.0,PI,Jellis,1/01/2016,12.444529248069893,3021.0,2.0,3.0,2.0,426.4505798414123,305.244186478017,1977.0,Moonee Valley City Council,-37.51550116091627,145.32611926393892,Northern Metropolitan,9818.0,49.0,9650.401647246916,8.0
Altona,Address 149,3.0,h,1430111.0,SP,Ray,1/01/2016,2.917174430326069,3097.0,3.0,1.0,0.0,499.0504328612927,173.04194896989014,1997.0,Port Phillip City Council,-37.55427237815997,145.4492032882733,Western Metropolitan,4312.0,29.0,8264.533591498348,4.0
Alphington,Address 150,2.0,t,2936856.0,SA,Biggin,1/01/2016,6.120153753785286,3192.0,2.0,3.0,3.0,667.2495006438988,362.3976236298472,1933.0,Yarra City Council,-37.51153055171056,145.24348522036752,Southern Metropolitan,8867.0,93.0,8103.960424971505,5.0
Alphington,Address 151,5.0,u,2433630.0,SP,Jellis,1/01/2016,17.647048618353992,3021.0,1.0,2.0,3.0,490.7471755184969,70.68949114325554,2015.0,Moonee Valley City Council,-37.64307770763567,145.02759155081938,Northern Metropolitan,9323.0,11.0,34427.04086054511,7.0
Armadale,Address 152,5.0,u,1498106.0,S,Biggin,1/01/2016,15.629445795895096,3021.0,4.0,3.0,3.0,136.11731239889755,393.9296888263002,1950.0,Moonee Valley City Council,-37.54384033010951,144.9557330580074,Southern Metropolitan,9865.0,76.0,3802.9781519223766,8.0
Albert Park,Address 153,1.0,t,1515481.0,S,Biggin,1/01/2016,7.153780953969502,3017.0,2.0,2.0,2.0,230.9795905509594,226.3346074245413,1946.0,Yarra City Council,-37.73678444061453,144.6868122834636,Western Metropolitan,7425.0,80.0,6695.754649475127,3.0
Ascot Vale,Address 154,2.0,h,1314098.0,S,Nelson,1/01/2016,9.085792812184168,3053.0,4.0,3.0,2.0,661.2834686201655,77.80832603044536,1974.0,Yarra City Council,-37.94869165040191,144.9302320439904,Southern Metropolitan,7423.0,52.0,16888.91237019816,5.0
Albert Park,Address 155,3.0,t,1340273.0,S,Marshall,1/01/2016,10.261503628986183,3173.0,1.0,2.0,0.0,717.3645843304294,139.12120951830988,1931.0,Yarra City Council,-37.69812137027578,145.31394801787613,Southern Metropolitan,5958.0,95.0,9633.85097527926,5.0
Altona North,Address 156,5.0,h,990744.0,SA,Nelson,1/01/2016,15.422024884436045,3088.0,1.0,3.0,0.0,429.2485573776421,310.8105676253237,1948.0,Port Phillip City Council,-37.53703631956069,144.52072567356555,Western Metropolitan,6575.0,78.0,3187.6136244965883,8.0
Altona North,Address 157,1.0,u,1223756.0,VB,Nelson,1/01/2016,4.84157103174561,3057.0,2.0,3.0,2.0,804.7137288073135,363.5069694445016,1904.0,Yarra City Council,-37.84551964780953,145.1062729526222,Northern Metropolitan,4730.0,122.0,3366.526924834757,4.0
Ashwood,Address 158,3.0,u,2523689.0,VB,Jellis,1/01/2016,11.90231036961739,3094.0,2.0,1.0,0.0,318.1934533761754,314.2092699562895,1939.0,Yarra City Council,-37.84465075838887,145.02420074182598,Southern Metropolitan,4078.0,87.0,8031.873153682184,4.0
Ashburton,Address 159,1.0,h,925782.0,S,Jellis,1/01/2016,5.926592410441932,3141.0,5.0,1.0,2.0,348.3017105372592,386.8181334723293,1923.0,Port Phillip City Council,-37.7049369289607,144.75788127705206,Western Metropolitan,1158.0,103.0,2393.326268573769,2.0
Ashwood,Address 160,5.0,u,2668369.0,S,Marshall,1/01/2016,15.00859241600068,3004.0,2.0,1.0,3.0,322.67349353034183,288.6791117879362,1914.0,Moonee Valley City Council,-37.98088877803272,145.43966939213226,Southern Metropolitan,9672.0,112.0,9243.374013012015,6.0
Alphington,Address 161,5.0,u,2039204.0,SA,Nelson,1/01/2016,12.189344431771092,3101.0,2.0,1.0,2.0,794.1214838901549,102.25907138554038,1903.0,Moonee Valley City Council,-37.69668218711059,145.2038950835707,Northern Metropolitan,4809.0,123.0,19941.546235167036,6.0
Abbotsford,Address 162,2.0,u,1463647.0,SP,Jellis,1/01/2016,7.205080680828322,3054.0,4.0,3.0,3.0,334.2924484511622,126.96288924300752,1968.0,Yarra City Council,-37.87405471284989,144.9793112695574,Northern Metropolitan,3419.0,58.0,11528.148175634009,5.0
Ascot Vale,Address 163,4.0,h,1301526.0,S,Ray,1/01/2016,6.498909573125543,3092.0,3.0,1.0,3.0,544.7510655473229,340.849287264578,1909.0,Port Phillip City Council,-37.84374618298145,145.1226459186879,Southern Metropolitan,6657.0,117.0,3818.4794530308477,5.0
Abbotsford,Address 164,3.0,h,1999239.0,S,Marshall,1/01/2016,10.092279801508855,3047.0,1.0,1.0,2.0,668.782570274318,359.82652080901426,1974.0,Port Phillip City Council,-37.72661020732361,145.47990136244528,Western Metropolitan,4855.0,52.0,5556.119086233612,4.0
Ashburton,Address 165,3.0,u,708774.0,S,Marshall,1/01/2016,13.82030786613702,3032.0,2.0,2.0,0.0,159.83708051907033,51.97361413265111,1995.0,Moonee Valley City Council,-37.79385738278165,145.1416731683121,Northern Metropolitan,1468.0,31.0,13637.189020394306,5.0
Ascot Vale,Address 166,4.0,h,1304312.0,VB,Biggin,1/01/2016,3.819137698752984,3159.0,1.0,1.0,2.0,659.490499979021,207.37859902500068,1927.0,Moonee Valley City Council,-37.66517442611382,145.1855820893919,Northern Metropolitan,4053.0,99.0,6289.520741929391,5.0
Abbotsford,Address 167,3.0,h,1185758.0,SP,Nelson,1/01/2016,8.56176312097109,3115.0,1.0,2.0,0.0,239.72679802828685,268.9262059851144,1997.0,Moonee Valley City Council,-37.53500244259461,145.04045412160914,Northern Metropolitan,6890.0,29.0,4409.231877036313,5.0
Ashwood,Address 168,5.0,h,2528205.0,SA,Ray,1/01/2016,3.74746626317278,3158.0,5.0,2.0,2.0,174.32860461341647,196.7892447344722,1940.0,Yarra City Council,-37.94152700302204,145.1153592151878,Western Metropolitan,8286.0,86.0,12847.272234879036,7.0
Ashwood,Address 169,1.0,u,1126524.0,VB,Marshall,1/01/2016,18.54327953976236,3073.0,5.0,3.0,2.0,891.5758587352775,177.91455858944562,1903.0,Moonee Valley City Council,-37.927915858767626,144.66749566883223,Northern Metropolitan,9031.0,123.0,6331.8258434351,4.0
Armadale,Address 170,2.0,t,2743356.0,S,Nelson,1/01/2016,14.133448877447158,3053.0,5.0,3.0,2.0,655.3762764231441,157.97744447520415,1910.0,Yarra City Council,-37.82244848983851,144.85366128601524,Western Metropolitan,3596.0,116.0,17365.491694800723,5.0
Airport West,Address 171,2.0,u,2109726.0,SP,Ray,1/01/2016,17.913703657054427,3129.0,1.0,2.0,2.0,721.5902019708714,156.57905716002773,1911.0,Yarra City Council,-37.60437344714181,145.4746479858246,Southern Metropolitan,4659.0,115.0,13473.870888389672,4.0
Alphington,Address 172,3.0,u,1035781.0,VB,Nelson,1/01/2016,3.540010362872525,3100.0,3.0,3.0,3.0,197.9426085876793,275.32234291958025,1952.0,Port Phillip City Council,-37.55184589451608,144.95307842353358,Northern Metropolitan,1583.0,74.0,3762.0666343906005,6.0
Albert Park,Address 173,5.0,u,1946846.0,S,Marshall,1/01/2016,17.103836343026206,3118.0,2.0,2.0,2.0,142.83235489348414,73.54577998557308,2014.0,Yarra City Council,-37.663242541189135,144.54399968662634,Southern Metropolitan,2723.0,12.0,26471.212901432253,7.0
Alphington,Address 174,4.0,u,2261158.0,S,Nelson,1/01/2016,5.777873775057119,3124.0,2.0,1.0,3.0,271.5010303862425,69.91300029579381,1932.0,Moonee Valley City Council,-37.57491895438059,144.9005299386408,Southern Metropolitan,5850.0,94.0,32342.45405623135,5.0
Alphington,Address 175,2.0,u,977124.0,SA,Marshall,1/01/2016,17.334541828204074,3198.0,2.0,3.0,3.0,703.6757553723605,116.0778003168674,1967.0,Port Phillip City Council,-37.994703970873005,144.74228082491166,Northern Metropolitan,4751.0,59.0,8417.836979445354,5.0
